Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),,Vehicle Class
3.5,6,10.3,240,,COMPACT
1.8,4,8.4,197,,TWO-SEATER
1.8,4,8.4,197,,TWO-SEATER
2,4,8.7,205,,MID-SIZE
2,4,9.2,217,,MID-SIZE
2.9,6,11.9,280,,MID-SIZE
2,4,9.6,226,,SUV - SMALL
2.9,6,12.4,292,,SUV - SMALL
4,8,11.5,271,,MINICOMPACT
5.2,12,13.7,322,,MINICOMPACT
6,12,14.1,332,,SUBCOMPACT
6,12,14.7,346,,MINICOMPACT
2,4,8,188,,SUBCOMPACT
2,4,8.7,205,,SUBCOMPACT
2,4,9.5,223,,SUBCOMPACT
2,4,7.6,177,,COMPACT
2,4,8.7,203,,COMPACT
2,4,8.7,204,,COMPACT
2,4,9.3,217,,STATION WAGON - SMALL
2,4,8.7,203,,SUBCOMPACT
2,4,8.7,204,,SUBCOMPACT
2,4,8.7,203,,SUBCOMPACT
2,4,8.7,203,,MID-SIZE
2,4,9.2,216,,MID-SIZE
3,6,10,235,,MID-SIZE
3,6,10,235,,MID-SIZE
3,6,10.5,247,,FULL-SIZE
4,8,12.4,290,,FULL-SIZE
4,8,12.4,290,,FULL-SIZE
2,4,10.1,236,,COMPACT
2,4,10.3,240,,COMPACT
2,4,9.6,226,,SUV - SMALL
2,4,11,258,,SUV - STANDARD
3,6,11.1,260,,SUV - STANDARD
5.2,10,13.1,304,,TWO-SEATER
5.2,10,14.5,338,,TWO-SEATER
5.2,10,14.5,338,,TWO-SEATER
2.5,5,10.5,248,,SUBCOMPACT
2.9,6,11.1,260,,SUBCOMPACT
4,8,13.7,318,,MID-SIZE
2,4,9.6,223,,SUBCOMPACT
3,6,9.9,232,,COMPACT
3,6,9.9,232,,SUBCOMPACT
3,6,10.2,239,,SUBCOMPACT
3,6,9.9,232,,MID-SIZE
4,8,12.8,298,,MID-SIZE
4,8,12.8,298,,MID-SIZE
4,8,13.4,313,,MID-SIZE
3,6,11.5,270,,SUV - SMALL
2,4,9.1,209,,SUBCOMPACT
2,4,9.1,209,,TWO-SEATER
2.5,5,10.5,245,,SUBCOMPACT
2,4,9.5,222,,SUBCOMPACT
6,12,15.9,370,,SUV - STANDARD
6,12,16.6,389,,COMPACT
6,12,16.6,389,,COMPACT
4,8,15.1,353,,MID-SIZE
6,12,16.6,389,,MID-SIZE
6.8,8,17.3,405,,MID-SIZE
2,4,8.4,197,,SUBCOMPACT
2,4,9.4,219,,SUBCOMPACT
2,4,8.9,208,,SUBCOMPACT
2,4,8.6,202,,SUBCOMPACT
2,4,7,184,,COMPACT
2,4,7,184,,STATION WAGON - SMALL
2,4,8.9,208,,COMPACT
2,4,8.9,208,,FULL-SIZE
2,4,8.9,208,,STATION WAGON - SMALL
3,6,7.8,183,,COMPACT
3,6,10.3,240,,COMPACT
3,6,9.5,223,,COMPACT
3,6,10.5,245,,COMPACT
3,6,10,235,,FULL-SIZE
2,4,9.1,214,,SUBCOMPACT
2,4,8.9,208,,COMPACT
2,4,8.9,208,,COMPACT
3,6,7.8,183,,COMPACT
3,6,10.3,240,,COMPACT
3,6,10,235,,SUBCOMPACT
3,6,9.5,223,,COMPACT
3,6,10.5,245,,COMPACT
3,6,9.5,223,,COMPACT
2,4,8.9,208,,MID-SIZE
3,6,10,236,,MID-SIZE
3,6,10.5,248,,SUBCOMPACT
3,6,10.5,248,,COMPACT
3,6,10.3,241,,FULL-SIZE
4.4,8,12.4,292,,SUBCOMPACT
4.4,8,12.2,286,,SUBCOMPACT
4.4,8,12.4,292,,COMPACT
4.4,8,12.4,292,,FULL-SIZE
4.4,8,12.1,283,,FULL-SIZE
4.4,8,12.4,292,,COMPACT
3,6,10.5,245,,SUBCOMPACT
3,6,11.4,267,,SUBCOMPACT
3,6,9.5,222,,SUBCOMPACT
3,6,10.9,255,,SUBCOMPACT
3,6,9.5,222,,SUBCOMPACT
3,6,10.7,249,,SUBCOMPACT
3,6,9.7,227,,SUBCOMPACT
3,6,9.7,227,,SUBCOMPACT
3,6,11.9,280,,COMPACT
3,6,11.6,273,,COMPACT
3,6,12.7,299,,SUBCOMPACT
3,6,11.9,280,,SUBCOMPACT
3,6,11.9,280,,COMPACT
3,6,11.6,273,,COMPACT
4.4,8,12.1,283,,MID-SIZE
4.4,8,14.7,344,,SUBCOMPACT
4.4,8,13.8,324,,SUBCOMPACT
4.4,8,14.7,344,,SUBCOMPACT
4.4,8,13.8,324,,SUBCOMPACT
4.4,8,14.7,344,,COMPACT
4.4,8,13.8,324,,COMPACT
6.6,12,15.1,355,,FULL-SIZE
2,4,9.3,217,,SUV - SMALL
2,4,9.5,222,,SUV - SMALL
2,4,9.5,223,,SUV - SMALL
3,6,10.3,241,,SUV - SMALL
2,4,10.3,240,,SUV - SMALL
3,6,11.4,266,,SUV - SMALL
3,6,9.3,246,,SUV - STANDARD
3,6,11.5,270,,SUV - STANDARD
4.4,8,13.5,317,,SUV - STANDARD
4.4,8,14.6,341,,SUV - STANDARD
3,6,11.5,270,,SUV - STANDARD
4.4,8,13.5,317,,SUV - STANDARD
4.4,8,14.6,341,,SUV - STANDARD
8,16,22.2,522,,TWO-SEATER
3.6,6,11.2,263,,SUV - STANDARD
3.6,6,11.8,277,,SUV - STANDARD
1.4,4,8.3,194,,SUV - SMALL
1.4,4,7.9,185,,SUV - SMALL
1.4,4,8.9,210,,SUV - SMALL
1.4,4,8.3,196,,SUV - SMALL
2,4,10.6,248,,SUV - SMALL
2.5,4,10,234,,SUV - SMALL
3.6,6,9.7,228,,MID-SIZE
2.5,4,8.1,190,,MID-SIZE
3.6,6,10.1,237,,MID-SIZE
2,4,9.2,217,,FULL-SIZE
2,4,9.6,227,,FULL-SIZE
3.6,6,10.7,250,,FULL-SIZE
2,4,9.2,216,,COMPACT
2,4,10.3,240,,COMPACT
3.6,6,10,234,,COMPACT
2,4,9.5,222,,COMPACT
3.6,6,10.5,247,,COMPACT
3.6,6,11.9,291,,COMPACT
3.6,6,12.6,295,,COMPACT
2,4,9.5,224,,FULL-SIZE
3,6,11.2,263,,FULL-SIZE
3.6,6,11.1,261,,FULL-SIZE
2,4,9.5,224,,MID-SIZE
3.6,6,10,234,,MID-SIZE
2,4,9.8,229,,MID-SIZE
3.6,6,10.5,247,,MID-SIZE
3.6,6,12.7,311,,MID-SIZE
6.2,8,14,329,,MID-SIZE
6.2,8,14,329,,SUV - STANDARD
3.6,6,10.6,250,,SUV - SMALL
3.6,6,11.2,263,,SUV - SMALL
3.6,6,11.1,260,,FULL-SIZE
3.6,6,11.6,272,,FULL-SIZE
3.6,6,12.8,302,,FULL-SIZE
2,4,9.4,220,,SUBCOMPACT
2,4,10.1,235,,SUBCOMPACT
3.6,6,10.4,246,,SUBCOMPACT
3.6,6,11.7,274,,SUBCOMPACT
6.2,8,11.7,273,,SUBCOMPACT
6.2,8,12.1,284,,SUBCOMPACT
6.2,8,15.4,361,,SUBCOMPACT
6.2,8,14.8,348,,SUBCOMPACT
2,4,9.3,218,,SPECIAL PURPOSE VEHICLE
2.5,4,10.8,253,,PICKUP TRUCK - SMALL
2.5,4,10.7,251,,PICKUP TRUCK - SMALL
2.8,4,9.6,257,,PICKUP TRUCK - SMALL
3.6,6,11.7,274,,PICKUP TRUCK - SMALL
2.5,4,11.3,266,,PICKUP TRUCK - SMALL
2.8,4,10.4,279,,PICKUP TRUCK - SMALL
3.6,6,12.2,288,,PICKUP TRUCK - SMALL
2.8,4,11.7,315,,PICKUP TRUCK - SMALL
3.6,6,14.1,331,,PICKUP TRUCK - SMALL
6.2,8,12.7,297,,TWO-SEATER
6.2,8,11.9,278,,TWO-SEATER
6.2,8,14.3,336,,TWO-SEATER
6.2,8,13.4,312,,TWO-SEATER
1.4,4,7.1,166,,COMPACT
1.4,4,7.4,172,,COMPACT
1.4,4,7.2,169,,COMPACT
1.6,4,6.5,175,,COMPACT
1.6,4,6.3,170,,COMPACT
1.4,4,7.3,172,,MID-SIZE
1.4,4,7.5,175,,MID-SIZE
1.4,4,7.5,176,,MID-SIZE
1.6,4,6.6,178,,MID-SIZE
1.6,4,6.7,180,,MID-SIZE
1.5,4,8.3,195,,SUV - SMALL
1.6,4,7.4,198,,SUV - SMALL
1.5,4,8.9,209,,SUV - SMALL
1.6,4,7.4,198,,SUV - SMALL
2,4,9.7,228,,SUV - SMALL
2.5,4,9.5,224,,FULL-SIZE
3.6,6,10.8,254,,FULL-SIZE
3.6,6,14.6,245,,FULL-SIZE
1.5,4,7.8,181,,MID-SIZE
2,4,9.1,213,,MID-SIZE
1.8,4,5.1,121,,MID-SIZE
4.3,6,11.8,278,,PICKUP TRUCK - STANDARD
4.3,6,17.1,284,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,17.1,283,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
6.2,8,13.8,324,,PICKUP TRUCK - STANDARD
5.3,8,11.8,278,,PICKUP TRUCK - STANDARD
4.3,6,12.5,294,,PICKUP TRUCK - STANDARD
4.3,6,18,296,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
5.3,8,18.3,309,,PICKUP TRUCK - STANDARD
5.3,8,13.8,324,,PICKUP TRUCK - STANDARD
6.2,8,14.1,331,,PICKUP TRUCK - STANDARD
5.3,8,13,304,,PICKUP TRUCK - STANDARD
1.4,4,7.8,184,,COMPACT
1.4,4,7.4,174,,COMPACT
1.8,4,8.3,193,,COMPACT
1.8,4,8.1,190,,COMPACT
1.4,4,7.8,184,,STATION WAGON - SMALL
1.4,4,7.4,174,,STATION WAGON - SMALL
1.8,4,8.3,193,,STATION WAGON - SMALL
1.8,4,8.1,190,,STATION WAGON - SMALL
1.4,4,7.1,167,,SUBCOMPACT
1.4,4,7.1,166,,SUBCOMPACT
5.3,8,13,305,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,17.2,285,,SUV - STANDARD
5.3,8,13.3,313,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
5.3,8,19.3,321,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,17.2,285,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,18,299,,SUV - STANDARD
6.2,8,13.8,325,,SUV - STANDARD
2,4,10.5,246,,SUV - STANDARD
3.6,6,11,258,,SUV - STANDARD
3.6,6,11.8,276,,SUV - STANDARD
1.4,4,8.3,194,,SUV - SMALL
1.4,4,8.2,194,,SUV - SMALL
1.4,4,8.9,210,,SUV - SMALL
3.6,6,10.3,242,,FULL-SIZE
3.6,6,10.3,242,,FULL-SIZE
3.6,6,14.2,234,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
3.6,6,15,248,,FULL-SIZE
3.6,6,10.9,259,,MINIVAN
3.6,6,10.6,249,,MINIVAN
3.6,6,10.3,242,,MID-SIZE
5.7,8,13.1,307,,MID-SIZE
6.4,8,13.9,325,,MID-SIZE
5.7,8,12.3,289,,MID-SIZE
6.4,8,12.9,302,,MID-SIZE
3.6,6,11,258,,MID-SIZE
3.6,6,11,258,,MID-SIZE
3.6,6,15,248,,MID-SIZE
6.4,8,13.9,325,,MID-SIZE
6.4,8,12.9,302,,MID-SIZE
6.2,8,14.5,339,,MID-SIZE
6.2,8,14.5,339,,MID-SIZE
6.2,8,15.1,352,,MID-SIZE
3.6,6,11.6,271,,FULL-SIZE
3.6,6,11.6,271,,FULL-SIZE
3.6,6,16.1,268,,FULL-SIZE
3.6,6,10.3,242,,FULL-SIZE
3.6,6,10.3,242,,FULL-SIZE
3.6,6,14.2,234,,FULL-SIZE
5.7,8,12.9,302,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
6.4,8,12.9,302,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
3.6,6,15,248,,FULL-SIZE
5.7,8,13.3,312,,FULL-SIZE
6.4,8,12.9,302,,FULL-SIZE
6.2,8,14.5,339,,FULL-SIZE
3.6,6,11.3,265,,SUV - STANDARD
5.7,8,14.1,331,,SUV - STANDARD
6.4,8,15.6,363,,SUV - STANDARD
3.6,6,11.8,276,,MINIVAN
3.6,6,16.7,274,,MINIVAN
2.4,4,11.1,261,,SUV - SMALL
3.6,6,12.1,284,,SUV - SMALL
3.6,6,16.4,274,,SUV - SMALL
3.6,6,12.4,292,,SUV - SMALL
1.4,4,8,187,,TWO-SEATER
1.4,4,7.9,185,,TWO-SEATER
1.4,4,8.7,202,,MINICOMPACT
1.4,4,7.8,182,,MINICOMPACT
1.4,4,8.7,202,,MINICOMPACT
1.4,4,7.8,182,,MINICOMPACT
1.4,4,9.4,221,,STATION WAGON - SMALL
1.4,4,8.4,197,,SUV - SMALL
2.4,4,9.4,220,,SUV - SMALL
2.4,4,9.7,226,,SUV - SMALL
2,4,5.9,138,,FULL-SIZE
1,3,8.4,195,,SUV - SMALL
2,4,9.3,217,,SUV - SMALL
2,4,9.9,233,,SUV - SMALL
2,4,9.9,231,,SUV - SMALL
3.5,6,11.5,270,,SUV - SMALL
2,4,10.5,246,,SUV - SMALL
2.7,6,12,282,,SUV - SMALL
3.5,6,12.4,291,,SUV - SMALL
1.5,4,9.1,214,,SUV - SMALL
2.5,4,9.7,229,,SUV - SMALL
2.5,4,13.3,219,,SUV - SMALL
1.5,4,9.6,226,,SUV - SMALL
2,4,10.3,241,,SUV - SMALL
3.5,6,12.4,291,,SUV - STANDARD
3.5,6,13.2,311,,SUV - STANDARD
2.3,4,10.8,254,,SUV - STANDARD
3.5,6,12.1,283,,SUV - STANDARD
3.5,6,16.2,269,,SUV - STANDARD
2.3,4,11.4,267,,SUV - STANDARD
3.5,6,13,305,,SUV - STANDARD
3.5,6,12.7,299,,SUV - STANDARD
3.5,6,17.3,288,,SUV - STANDARD
2.7,6,10.6,249,,PICKUP TRUCK - STANDARD
2.7,6,10.8,253,,PICKUP TRUCK - STANDARD
2.7,6,11,258,,PICKUP TRUCK - STANDARD
3,6,9.5,256,,PICKUP TRUCK - STANDARD
3,6,9.7,260,,PICKUP TRUCK - STANDARD
3.3,6,11,259,,PICKUP TRUCK - STANDARD
3.3,6,10.9,257,,PICKUP TRUCK - STANDARD
3.3,6,14.9,248,,PICKUP TRUCK - STANDARD
3.3,6,11.2,263,,PICKUP TRUCK - STANDARD
3.3,6,11.2,263,,PICKUP TRUCK - STANDARD
3.3,6,14.9,248,,PICKUP TRUCK - STANDARD
3.5,6,12,282,,PICKUP TRUCK - STANDARD
3.5,6,12.3,288,,PICKUP TRUCK - STANDARD
3.5,6,12.5,293,,PICKUP TRUCK - STANDARD
5,8,12.4,292,,PICKUP TRUCK - STANDARD
5,8,12.2,286,,PICKUP TRUCK - STANDARD
5,8,17.4,288,,PICKUP TRUCK - STANDARD
5,8,13.1,308,,PICKUP TRUCK - STANDARD
5,8,13.1,307,,PICKUP TRUCK - STANDARD
5,8,17.4,288,,PICKUP TRUCK - STANDARD
5,8,13.8,324,,PICKUP TRUCK - STANDARD
5,8,13.8,323,,PICKUP TRUCK - STANDARD
5,8,17.4,288,,PICKUP TRUCK - STANDARD
2.7,6,11.3,265,,PICKUP TRUCK - STANDARD
2.7,6,11.8,277,,PICKUP TRUCK - STANDARD
2.7,6,11.6,272,,PICKUP TRUCK - STANDARD
3,6,10.7,288,,PICKUP TRUCK - STANDARD
3,6,10.7,288,,PICKUP TRUCK - STANDARD
3,6,9.9,266,,PICKUP TRUCK - STANDARD
3.3,6,11.8,277,,PICKUP TRUCK - STANDARD
3.3,6,11.7,273,,PICKUP TRUCK - STANDARD
3.3,6,15.8,263,,PICKUP TRUCK - STANDARD
3.3,6,12.4,291,,PICKUP TRUCK - STANDARD
3.3,6,12.4,291,,PICKUP TRUCK - STANDARD
3.3,6,15.8,262,,PICKUP TRUCK - STANDARD
3.5,6,12.6,295,,PICKUP TRUCK - STANDARD
3.5,6,12.7,297,,PICKUP TRUCK - STANDARD
3.5,6,13,305,,PICKUP TRUCK - STANDARD
5,8,13,304,,PICKUP TRUCK - STANDARD
5,8,13.3,311,,PICKUP TRUCK - STANDARD
5,8,18,300,,PICKUP TRUCK - STANDARD
5,8,13.8,324,,PICKUP TRUCK - STANDARD
5,8,13.8,324,,PICKUP TRUCK - STANDARD
5,8,18,300,,PICKUP TRUCK - STANDARD
5,8,14.2,334,,PICKUP TRUCK - STANDARD
5,8,14.5,339,,PICKUP TRUCK - STANDARD
5,8,19.5,325,,PICKUP TRUCK - STANDARD
3.5,6,14.5,339,,PICKUP TRUCK - STANDARD
1.6,4,7.6,179,,SUBCOMPACT
1.6,4,7.8,182,,SUBCOMPACT
1.6,4,8.2,192,,SUBCOMPACT
3.5,6,12.7,298,,SUV - STANDARD
3.5,6,12.9,303,,SUV - STANDARD
3.5,6,13.7,322,,SUV - STANDARD
1,3,7.5,176,,COMPACT
1,3,7,164,,COMPACT
2,4,7.7,179,,COMPACT
2,4,8.5,200,,COMPACT
2,4,8.3,196,,COMPACT
2.3,4,10.8,252,,MID-SIZE
2,4,9.3,219,,MID-SIZE
1.5,4,8.7,203,,MID-SIZE
2,4,9.6,225,,MID-SIZE
2.5,4,9.5,223,,MID-SIZE
2,4,10.2,238,,MID-SIZE
2.7,6,11.8,277,,MID-SIZE
2,4,5.6,131,,MID-SIZE
3.5,6,17.1,403,,TWO-SEATER
2.3,4,9.4,219,,SUBCOMPACT
2.3,4,10.1,236,,SUBCOMPACT
2.3,4,9.5,222,,SUBCOMPACT
2.3,4,10.3,240,,SUBCOMPACT
5,8,12.5,291,,SUBCOMPACT
5,8,12.8,300,,SUBCOMPACT
2.3,4,10.2,238,,SUBCOMPACT
2.3,4,10.3,240,,SUBCOMPACT
5,8,13.1,305,,SUBCOMPACT
5.2,8,14.6,341,,SUBCOMPACT
3.5,6,14.7,345,,VAN - PASSENGER
3.7,6,15.1,354,,VAN - PASSENGER
3.5,6,11.1,260,,FULL-SIZE
3.5,6,15,249,,FULL-SIZE
3.5,6,12.5,294,,FULL-SIZE
3.5,6,12.4,291,,FULL-SIZE
3.5,6,16.3,271,,FULL-SIZE
2.5,4,10.4,244,,SPECIAL PURPOSE VEHICLE
2.5,4,14.3,234,,SPECIAL PURPOSE VEHICLE
2.5,4,10.7,251,,SPECIAL PURPOSE VEHICLE
2.5,4,14.7,241,,SPECIAL PURPOSE VEHICLE
3.3,6,11.9,282,,FULL-SIZE
3.8,6,11.7,276,,FULL-SIZE
5,8,13.2,312,,FULL-SIZE
3.3,6,11.9,279,,FULL-SIZE
5,8,13,306,,FULL-SIZE
2.5,4,10.2,239,,SUV - STANDARD
3.6,6,11.4,268,,SUV - STANDARD
2.5,4,10.4,243,,SUV - STANDARD
3.6,6,11.7,275,,SUV - STANDARD
2.5,4,10.8,253,,PICKUP TRUCK - SMALL
2.5,4,10.7,251,,PICKUP TRUCK - SMALL
2.8,4,9.6,257,,PICKUP TRUCK - SMALL
3.6,6,11.7,274,,PICKUP TRUCK - SMALL
2.5,4,11.3,266,,PICKUP TRUCK - SMALL
2.8,4,10.4,279,,PICKUP TRUCK - SMALL
3.6,6,12.2,288,,PICKUP TRUCK - SMALL
4.3,6,11.8,278,,PICKUP TRUCK - STANDARD
4.3,6,17.1,284,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,17,283,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
6.2,8,13.8,323,,PICKUP TRUCK - STANDARD
5.3,8,11.8,278,,PICKUP TRUCK - STANDARD
4.3,6,12.5,294,,PICKUP TRUCK - STANDARD
4.3,6,18,296,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
5.3,8,18.3,309,,PICKUP TRUCK - STANDARD
5.3,8,13.8,324,,PICKUP TRUCK - STANDARD
6.2,8,14.1,331,,PICKUP TRUCK - STANDARD
5.3,8,13,304,,PICKUP TRUCK - STANDARD
1.5,4,8.6,201,,SUV - SMALL
1.6,4,7.4,198,,SUV - SMALL
1.5,4,9,210,,SUV - SMALL
1.6,4,7.4,198,,SUV - SMALL
2,4,10.2,239,,SUV - SMALL
5.3,8,13,305,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,17.2,285,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,18,299,,SUV - STANDARD
6.2,8,13.8,325,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,13,305,,SUV - STANDARD
5.3,8,17.2,285,,SUV - STANDARD
5.3,8,13.3,313,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
5.3,8,19.3,321,,SUV - STANDARD
6.2,8,14.5,340,,SUV - STANDARD
1.5,4,7.2,168,,FULL-SIZE
1.5,4,7.6,177,,FULL-SIZE
1.5,4,7.9,185,,FULL-SIZE
2,4,9.2,214,,FULL-SIZE
2,4,9.1,211,,MID-SIZE
2,4,5.1,118,,FULL-SIZE
1.5,4,6.8,158,,COMPACT
1.5,4,6.8,158,,COMPACT
2,4,7,163,,COMPACT
2,4,7.4,173,,COMPACT
1.5,4,7.4,173,,COMPACT
1.5,4,6.9,162,,FULL-SIZE
1.5,4,7.3,170,,FULL-SIZE
1.5,4,7.2,167,,FULL-SIZE
1.5,4,7.3,170,,FULL-SIZE
1.5,4,7.2,167,,FULL-SIZE
1.5,4,6.6,153,,MID-SIZE
2,4,7,163,,MID-SIZE
2,4,7.4,172,,MID-SIZE
1.5,4,7.4,173,,MID-SIZE
2,4,9.6,224,,FULL-SIZE
1.5,4,7.8,181,,SUV - SMALL
1.5,4,8,188,,SUV - SMALL
1.5,4,6.5,151,,STATION WAGON - SMALL
1.5,4,7,166,,STATION WAGON - SMALL
1.5,4,7.4,174,,STATION WAGON - SMALL
1.8,4,7.7,180,,STATION WAGON - SMALL
1.8,4,7.7,180,,STATION WAGON - SMALL
1.8,4,8.4,195,,STATION WAGON - SMALL
1.8,4,8.2,194,,STATION WAGON - SMALL
1.8,4,8.2,194,,STATION WAGON - SMALL
3.5,6,10.7,252,,MINIVAN
3.5,6,10.6,247,,MINIVAN
3.5,6,11.3,266,,SUV - SMALL
3.5,6,11,256,,SUV - SMALL
3.5,6,11.3,264,,PICKUP TRUCK - STANDARD
1.6,4,8.1,189,,MID-SIZE
1.6,4,7.4,173,,COMPACT
1.6,4,7.3,173,,COMPACT
1.6,4,9.4,221,,MID-SIZE
2,4,7.4,174,,MID-SIZE
2,4,8,188,,MID-SIZE
1.6,4,8.3,194,,FULL-SIZE
1.6,4,9.6,226,,FULL-SIZE
2,4,8.4,198,,FULL-SIZE
2,4,8.7,205,,FULL-SIZE
1.6,4,4.3,102,,FULL-SIZE
1.6,4,4.1,96,,FULL-SIZE
2,4,7.9,186,,SUV - SMALL
1.6,4,8.6,201,,SUV - SMALL
2,4,8.6,202,,SUV - SMALL
3.3,6,11.3,265,,SUV - SMALL
3.3,6,11.5,269,,SUV - SMALL
3.3,6,12.5,295,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
2.4,4,10.7,253,,SUV - SMALL
2,4,11.2,264,,SUV - SMALL
2,4,9.1,212,,FULL-SIZE
2.4,4,8.5,202,,FULL-SIZE
2,4,5.7,135,,MID-SIZE
2,4,5.6,132,,MID-SIZE
2,4,9,213,,SUV - SMALL
1.6,4,9.3,221,,SUV - SMALL
2,4,10.2,241,,SUV - SMALL
2,4,9.7,228,,MID-SIZE
3,6,10.8,253,,MID-SIZE
3,6,11.1,260,,MID-SIZE
3.5,6,8.5,200,,COMPACT
2,4,10,233,,SUBCOMPACT
3,6,10.7,251,,SUBCOMPACT
3,6,11,259,,SUBCOMPACT
3.7,6,11.7,274,,MID-SIZE
5.6,8,12.8,301,,MID-SIZE
2,4,8.5,200,,COMPACT
2,4,9.4,221,,COMPACT
3.5,6,10.9,257,,SUV - SMALL
5.6,8,15.1,354,,SUV - STANDARD
2,4,8.1,218,,SUV - SMALL
2,4,9.9,227,,SUV - SMALL
3,6,11.8,277,,SUV - SMALL
2,4,9.2,215,,TWO-SEATER
3,6,10.4,242,,TWO-SEATER
3,6,12.6,296,,TWO-SEATER
3,6,10.8,253,,TWO-SEATER
3,6,12.9,302,,TWO-SEATER
3,6,11.3,265,,TWO-SEATER
2,4,9.2,215,,TWO-SEATER
3,6,10.4,242,,TWO-SEATER
3,6,12.6,296,,TWO-SEATER
3,6,10.8,253,,TWO-SEATER
3,6,12.9,302,,TWO-SEATER
3,6,11.3,265,,TWO-SEATER
5,8,13.3,311,,TWO-SEATER
5,8,13.3,311,,TWO-SEATER
2,4,6.9,186,,COMPACT
2,4,8.5,200,,COMPACT
3,6,10.2,238,,COMPACT
2,4,6.9,186,,MID-SIZE
2,4,8.8,207,,MID-SIZE
3,6,10.4,243,,MID-SIZE
3,6,11.8,276,,FULL-SIZE
3,6,11.9,280,,FULL-SIZE
5,8,13.3,313,,FULL-SIZE
2.4,4,9.6,225,,SUV - SMALL
2.4,4,13.3,218,,SUV - SMALL
3.2,6,10,234,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
2.4,4,14,231,,SUV - SMALL
3.2,6,10.3,241,,SUV - SMALL
2.4,4,10.2,239,,SUV - SMALL
3.2,6,11.1,259,,SUV - SMALL
2.4,4,10.9,256,,SUV - SMALL
3.2,6,11.6,269,,SUV - SMALL
2.4,4,9.3,218,,SUV - SMALL
2.4,4,9,211,,SUV - SMALL
2.4,4,9.5,222,,SUV - SMALL
2.4,4,9.4,221,,SUV - SMALL
3,6,10,268,,SUV - STANDARD
3.6,6,11.3,265,,SUV - STANDARD
5.7,8,14.1,331,,SUV - STANDARD
6.4,8,15.7,368,,SUV - STANDARD
6.2,8,17.7,413,,SUV - STANDARD
2,4,10,233,,SUV - SMALL
3.6,6,11.8,274,,SUV - SMALL
3.6,6,11.8,277,,SUV - SMALL
2,4,10.5,245,,SUV - SMALL
3.6,6,11.7,275,,SUV - SMALL
3.6,6,12.2,285,,SUV - SMALL
1.4,4,8.9,209,,SUV - SMALL
2.4,4,9.5,222,,SUV - SMALL
2.4,4,9.5,222,,SUV - SMALL
2.4,4,12.5,206,,SUV - SMALL
1.4,4,8.9,211,,SUV - SMALL
2.4,4,9.8,230,,SUV - SMALL
3.6,6,12.8,299,,SUV - SMALL
3.6,6,12.8,298,,SUV - SMALL
3.6,6,13.4,313,,SUV - SMALL
3.6,6,13.3,312,,SUV - SMALL
3.3,6,10.2,237,,FULL-SIZE
2,4,7.1,168,,MID-SIZE
2,4,8.3,198,,MID-SIZE
2,4,8.3,195,,MID-SIZE
1.6,4,8.7,207,,FULL-SIZE
2,4,8.3,197,,FULL-SIZE
2,4,8.7,204,,FULL-SIZE
3.8,6,11.8,279,,FULL-SIZE
5,8,13.3,317,,FULL-SIZE
1.6,4,4.8,114,,STATION WAGON - SMALL
1.6,4,4.7,110,,STATION WAGON - SMALL
1.6,4,5.4,129,,STATION WAGON - SMALL
2,4,9.4,224,,FULL-SIZE
2.4,4,8.4,198,,FULL-SIZE
2.4,4,8,190,,FULL-SIZE
2,4,5.6,132,,MID-SIZE
